Recipe_ID,Cuisine,Recipe_Name,Description
1472,fish-curry-recipes,one-pan-prawn-tomato-curry,"This spicy, low-fat curry is sure to become a favourite. Swap the prawns for chunks of white fish or chicken to vary it"
1473,fish-curry-recipes,sweet-hot-prawn-pineapple-curry,"A rich and fragrant prawn curry, ready to eat in just half an hour"
1474,fish-curry-recipes,15-minute-prawn-curry,Prawn curry ready in a flash
1476,chicken-curry-recipes,home-style-chicken-curry,A rustic and authentic quick Indian one-pot packed with tonnes of hot Asian spices and fragrant coriander.
1477,chicken-curry-recipes,chicken-korma,Want a curry without too many calories? Use fat-free Greek yogurt instead of cream for a healthy chicken korma that will give your local takeaway a run for its money
1479,chicken-curry-recipes,chicken-karahi,"This favourite Pakistani curry is traditionally made with goat or lamb, but this version uses chicken. Serve it with naan or rice"
1480,chicken-curry-recipes,next-level-tikka-masala,Who can resist the combination of smoky tandoor-charred chicken in a delicately spiced tomato-based sauce? Master the tikka masala with our ultimate version
1485,chicken-curry-recipes,slow-cooker-chicken-tikka-masala,Get this chicken tikka masala cooking in the morning and have dinner waiting for you when you get in – it's perfect for a cold winter evening.
1487,chicken-curry-recipes,easy-leftover-chicken-curry,"Make the most of leftover chicken in this easy, speedy curry with sugar snap peas. Finish with a sprinkling of chilli and coriander"
1488,chicken-curry-recipes,30-minute-chicken-curry,"Whip up this speedy chicken curry, using simple techniques and staple storecupboard spices. It takes less than 10 mins to prepare – ideal for a midweek meal."
1489,chicken-curry-recipes,chicken-saag,"Create a low-fat version of chicken saag. This dish is not only full of flavour, but packs in three of your 5-a-day and can be frozen too for busy days"
1490,chicken-curry-recipes,thai-red-chicken-curry,"After a quick and easy Thai dish? It’s got to be a red curry. The flavours are so well balanced, it will make you fall in love with Thai food even more"
1491,chicken-curry-recipes,spicy-chicken-chickpea-curry,Try our spicy chicken and chickpea curry for a dish that packs in punchy flavour but doesn't require lots of effort. It's great to freeze for busy days
1492,chicken-curry-recipes,peanut-butter-chicken,"You'll love this new, budget chicken dish. Any leftovers freeze well and make a handy lunch."
1493,chicken-curry-recipes,slow-cooker-chicken-korma,"Make a mild and creamy korma in the slow cooker. Sure to become a family favourite, slow cooking ensures tender chicken and a rich, fragrant curry sauce"
1494,chicken-curry-recipes,singapore-style-nyonya-curry,GF member Suzanne Bloor shares her go-to Friday night dish: a simplified chicken curry with South East Asian influences. Ideal for a family of four
1496,chicken-curry-recipes,chicken-tikka-masala,"This takeaway favourite is freezer-friendly and quick to reheat, giving you the chance to get ahead and save money."
1498,healthy-curry-recipes,butter-bean-curry,"The butter beans in this veggie curry create a satisfying texture. We’ve paired them with dark-skinned aubergine, which is packed with antioxidants"
1499,healthy-curry-recipes,healthy-fish-korma,"Make a clever healthy version of korma using courgette and yogurt, along with almonds and cod. It has the same creamy texture but is low in fat"
1505,healthy-curry-recipes,kidney-bean-curry,"A rescue recipe for when there's nothing in the fridge or when you fancy something cheap, this curry is delicious and filling. It's healthy and vegan-friendly, too."
1506,healthy-curry-recipes,easy-butter-chicken,Fancy a healthy version of your favourite Friday night curry? Try our easy butter chicken – the meat can be marinaded the day before so you can get ahead on your prep
1507,healthy-curry-recipes,roasted-aloo-gobi,This extra special vegan curry uses roasted cauliflower and potatoes to bring out their flavour. You can also serve as a side to meat curries
1508,healthy-curry-recipes,tandoori-chicken,"This healthy, low-fat curried chicken is packed full of flavour. It's quick to cook, and the marinade does all the work – who needs takeaways?"
1509,healthy-curry-recipes,cauliflower-paneer-pea-curry,"Ready in less than an hour, this easy, vegetarian curry recipe made with pan-fried Indian cheese and vegetables is also cheap to prepare"
1510,healthy-curry-recipes,healthier-chicken-balti,"A lighter version of the Indian takeaway classic, chicken balti, this tomato-based curry is packed with extra spinach and peppers"
1515,healthy-curry-recipes,spinach-sweet-potato-lentil-dhal,"A comforting vegan one-pot recipe that counts for 3 of your 5-a-day! You can't go wrong with this iron-rich, low-fat, low-calorie supper"
1516,healthy-curry-recipes,chicken-sweet-potato-pea-curry,"Serve this family-friendly chicken curry with rice or roti. It's tasty and healthy, containing four of your 5-a-day. Add extra korma paste for added spice"
1517,healthy-curry-recipes,chicken-bhuna,"This easy, healthy chicken bhuna recipe is great for a weekend treat and is a guaranteed crowd-pleaser. No one could refuse a plate of this indulgent curry"
1519,healthy-curry-recipes,goan-style-vegetable-curry-kitchari,"Eat all 5 of your 5-a-day in one delicious curry, served with brown rice and lentils. It's healthy, vegan, gluten-free and provides vitamin C and iron, too."
1520,healthy-curry-recipes,cauliflower-green-bean-curry,Try this aromatic curry using two spice mixes: garam masala and Chinese five-spice powder. Coconut yogurt gives a creamy texture without the extra calories
1521,prawn-curry-recipes,thai-prawn-squash-curry,"A fusion curry of tomatoes and ginger with a Thai twist of lime leaves and lemongrass to deliver a delicious balance of sweet, sour, salty and hot"
1522,prawn-curry-recipes,cheats-laksa,A super quick version of this flavoursome Thai green curry with just 4 ingredients. Our simple prawn and coconut soup is ideal for a midweek meal
1523,prawn-curry-recipes,prawn-butternut-mango-curry,"A light coconut-based curry flavoured with coriander, turmeric, cumin and lime. Serve with brown or wild basmati rice"
1525,prawn-curry-recipes,goan-prawn-coconut-curry-cumin-rice,"Spice up your mid-week meals with a curry in a hurry - throw in a handful of spices with shellfish, tomatoes, and spinach"
1527,prawn-curry-recipes,prawn-curry-hurry,"Minimum shopping, maximum taste. And if Indian cuisine is not your thing, make this Thai prawn curry with a simple switch"
1528,prawn-curry-recipes,kerala-prawn-curry,Warm up the coldest day with a creamy coconut milk curry - it's got quite a kick!
1529,prawn-curry-recipes,prawn-pea-tomato-curry,"Simple, speedy and good for you, this seafood curry takes just 20 minutes to make, or use a slow cooker for extra flavour"
1530,prawn-curry-recipes,prawn-coconut-curry,Delicious curry with fresh spicy flavours - ideal for part of a relaxed curry buffet
1531,prawn-curry-recipes,quick-prawn-coconut-tomato-curry,Make curry in a hurry with this speedy recipe - a fragrant spice pot ready in half an hour
1533,prawn-curry-recipes,curry-prawns,"Enjoy these Jamaican-inspired curry prawns made with coconut milk, tomatoes, chilli and plenty of spices for a flavour-packed dinner. Serve with rice"
1535,prawn-curry-recipes,fragrant-courgette-prawn-curry,"Wondering what to do with a glut of courgettes? Put them to good use in this spicy, summery one-pot"
1536,prawn-curry-recipes,prawn-laksa-curry-bowl,"Real fast food: a delicious and warming seafood one-pot, that takes just 15 minutes to make"
1537,prawn-curry-recipes,south-indian-coconut-prawn-curry,"This low-calorie curry has plenty of protein from white fish and prawns, a fragrant mix of spices and a touch of creamed coconut"
1539,prawn-curry-recipes,mummy-pings-sambal-prawns-green-beans,This curry is traditionally very hot - halve or even quarter the amount of dried chillies and serve with plenty of rice for a less fiery dish
1541,prawn-curry-recipes,prawn-jalfrezi,"Satisfy a curry craving the healthy way with this Indian prawn dish - blitz the onions and spices into an authentic, thick, yet low-fat sauce"
1543,prawn-curry-recipes,nasi-goreng-sardines,"We throw a fresh spin on the traditional Indonesian rice pot- this version uses oily fish combined with turmeric rice, coriander and prawns"
1545,beef-curry-recipes,beef-rendang-turmeric-rice,Cover beef shin in coconut milk and spices and add toasted desiccated coconut to thicken the rich sauce in this slow-cooked Malaysian dish. Serve with turmeric rice
1546,beef-curry-recipes,home-style-beef-curry,This slow-cooked beef curry is easy to make and perfect for feeding the family – add chunks of potato for an extra hearty dish. Serve with rice and naan bread
1547,beef-curry-recipes,beef-massaman-curry,"Slow-cooked, meltingly tender beef and a sprinkling of crunchy peanuts to finish - it's curry heaven"
1549,beef-curry-recipes,beef-beetroot-curry,This vibrant purple root adds a welcome dash of colour and some healthy nutrients to an Indian spice pot
1550,beef-curry-recipes,sohas-koftet-roz-egyptian-rice-meatballs,Try this popular Egyptian dish – spiced kofta meatballs in a tomato-based sauce – a version of a curry. It's regarded as an epitome of Egyptian comfort food
1552,beef-curry-recipes,slow-cooked-beetroot-beef-curry-chukandar-gosht,"This Pakistani curry has a deep purple hue and is flavoured with fragrant cinnamon, cumin and coriander"
1553,beef-curry-recipes,beef-potato-banana-curry-cashew-rice,Banana and tamarind add a rich sweetness to this slow-cooked spice pot with nutty basmati and a coconut sauce
1554,beef-curry-recipes,keema-curry-raita,"This curry uses lean beef mince and is lightly spiced- it makes a nutritious, hearty and iron-rich supper"
1555,beef-curry-recipes,stir-fry-green-curry-beef-asparagus-sugar-snaps,"Whip up this quick Thai stir-fry with sliced sirloin steak, coconut milk and plenty of green veggies for a healthy and delicious dinner in just 20 minutes"
1556,beef-curry-recipes,red-thai-meatball-curry,"A colourful, zingy curry that the whole family will enjoy"
1557,beef-curry-recipes,indian-beef-keema-carrots-potatoes,Keema is a traditional Asian dish made with mince - flavour it with spicy curry powder and pack in some carrots and potatoes for extra texture
1558,beef-curry-recipes,bobotie,"Pronounced ba-boor-tea, this much-loved South African dish is a delicious mixture of curried meat and fruit with a creamy golden topping, not dissimilar to moussaka"
1559,beef-curry-recipes,indian-mince-fresh-tomato-salad,"This flavour-packed dish is super-cheap and speedy to make, the perfect family meal"
1561,shakshuka-recipes,pea-broad-bean-shakshuka,"We’ve turned a classic brunch shakshuka dish into more of a sharing main course by adding seasonal spring vegetables like peas, broad beans and asparagus"
1562,shakshuka-recipes,full-english-shakshuka,"The North African breakfast of eggs in a spicy tomato sauce is made doubly delicious with a British twist of bacon, bangers, beans and a sprinkle of chilli"
1563,shakshuka-recipes,feta-roasted-tomato-shakshuka,"Indulge in a moreish shakshuka for brunch or lunch, with roasted tomatoes, perfectly gooey eggs, and crisp, golden feta, halloumi and chunks of bread"
1564,shakshuka-recipes,green-shakshuka,"Treat yourself to a shakshuka with a difference. Mix up your favourite greens, eggs and flatbreads to serve with this healthy weekend breakfast"
1565,shakshuka-recipes,smoky-shakshuka,"Our four-ingredient version of the North African dish contains chorizo, roasted red peppers, tomatoes and eggs - eat it for breakfast, lunch or dinner!"
