Recipe_ID,Category,Recipe_Name,Preparation_Time,Cooking_Time,Image URL,Description,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
1320,biriyani-recipes,lamb-squash-biryani-cucumber-raita,10 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lamb-biryani-3c11ac5.jpg?quality=90&resize=440,400","Cook our healthy lamb curry with butternut squash for a tasty, filling dinner. It's low-calorie, rich in iron and provides three of your 5-a-day",463,15,4,49,12,7,30,0.4
1321,biriyani-recipes,one-pan-spicy-rice,5 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338635_12-cba1c91.jpg?quality=90&resize=440,400","This simple vegetarian rice dish is a useful weeknight backup – it needs practically no preparation and uses storecupboard ingredients to make a nourishing, filling meal",380,9,1,66,0,4,12,1.02
1322,biriyani-recipes,fragrant-vegetable-cashew-biryani,40 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-8596_11-e0b29ab.jpg?quality=90&resize=440,400","A delicious vegetarian main dish or accompaniment to another curry, ideal for a curry buffet or spicy feast",469,18,4,67,7,4,14,1.11
1323,biriyani-recipes,cheats-beetroot-biriyani,10 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cheats-beetroot-biriyani-9d14191.jpg?quality=90&resize=440,400","Cook this beetroot biriyani and freeze the leftovers for busy weeknights. With colourful beetroot taking centre stage, it's full of spices and is a flavourful dish",366,8,1,66,12,5,11,1.05
1325,pilaf-recipes,one-pot-chicken-pilaf,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-52183_11-a8757c2.jpg?quality=90&resize=440,400",Keep the washing-up down to an absolute minimum with this one-pot supper - you can even eat it out of the cooking dish!,663,13,2,92,13,0,50,1.94
1326,pilaf-recipes,curried-spring-veggie-pilaf,15 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/03/Curried-spring-veggie-pilaf-748f864.jpg?quality=90&resize=556,505","Make a spiced plant-based pilaf with spinach and peas. A one-pot wonder, it’s a good way to clear out your freezer as any frozen mixed veg would work well",452,9,1,79,8,6,11,0.2
1327,pilaf-recipes,broad-bean-chicken-pilaf,1 hr,1 hr and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-2830_11-3e1b4b7.jpg?quality=90&resize=440,400","For an easy life, this broad bean and chicken pilaf cooks in one pan",434,15,7,48,0,4,29,0.73
1328,pilaf-recipes,coronation-chicken-pilaf,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/coronation-chicken-pilaf-3628dd3.jpg?quality=90&resize=440,400","Cook this speedy flavour-packed pilaf in just 25 minutes. A twist on chicken curry, it's served with pomegranate seeds, toasted flaked almonds and mint leaves",538,23,5,49,9,3,32,1.3
1329,pilaf-recipes,harissa-cauliflower-pilaf,20 mins,1 hr,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spiced-broccoli-paneer-peas-with-garam-masala-cashewsharissa-cauliflower-pilaf-5f70538.jpg?quality=90&resize=440,400","Evoke the Middle East with our veggie harissa cauliflower pilaf with a heady combination of fruit, nuts and spice. Cook it in the oven for lovely fluffy rice",687,22,2,94,29,11,23,0.7
1330,pilaf-recipes,broad-bean-dill-pilaf,5 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pilaf_2-0dc9363.jpg?quality=90&resize=440,400",This fragrant basmati rice dish with dill and broad beans makes a great vegetarian main course or versatile side dish for lamb and chicken,435,12,6,67,4,9,12,0.6
1331,pilaf-recipes,cranberry-sprout-pecan-pilaf,20 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cranberry-spout-pecan-pilaf-5968512.jpg?quality=90&resize=440,400","This Persian inspired spiced rice dish makes a hearty vegetarian main, a side dish to roast meats, or an attractive addition to a Boxing Day buffet",480,30,6,39,12,8,9,0.2
1332,pilaf-recipes,spiced-lamb-pilaf,10 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spiced-lamb-pilaf-9157d1d.jpg?quality=90&resize=440,400",Make the most of Sunday's leftover roast lamb in this colourful spiced rice one-pot from BBC Good Food Magazine reader Karolina McCallan,992,39,13,110,23,4,48,1.8
1333,pilaf-recipes,spiced-aubergine-pilaf-poached-eggs,5 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spiced-aubergine-pilaf-cf41d2c.jpg?quality=90&resize=556,505","Chunks of roasted aubergine are stirred through rice in this vegetarian meal, topped with mint and poached eggs for protein",401,16,5,48,8,8,14,0.7
1334,pilaf-recipes,bean-dill-pilaf-garlicky-yogurt,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513487_11-059ea96.jpg?quality=90&resize=440,400","Make the most of the contents of your storecupboard with this easy, throw-together rice dish",609,18,10,99,13,10,20,0.63
1335,pilaf-recipes,turkish-pilaf-saffron-goji-berries,15 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/turkish-pilaf-with-saffron-goji-berries-65a65f0.jpg?quality=90&resize=440,400","We've put together the ultimate recipe for brain health, packed with brain-boosting nutrients like cinnamon, almonds and goji berries",454,16,2,42,10,7,32,0.6
1337,pilaf-recipes,parsnip-pilaf,30 mins,1 hr and 5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1097452_11-d1e20a2.jpg?quality=90&resize=440,400","Slow cook basmati rice with lentils and spices, roast your veg then serve with a coriander, dill, parsley and mint salsa verde",326,9,2,52,20,8,7,0.4
1338,pilaf-recipes,coriander-cod-carrot-pilaf,8 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-308457_10-19530c0.jpg?quality=90&resize=440,400",A superhealthy supper: low fat and containing a good source of beta-carotene. Great for keeping those New Year's resolutions and quick to make too,305,7,1,50,8,3,14,0.31
1339,pilaf-recipes,lamb-meatball-pea-pilaf,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-192523_11-5b5c55f.jpg?quality=90&resize=440,400",Meatballs aren't just for pasta dishes. Experiment with this tasty pilaf - a winner for any meatball fan,496,10,4,72,5,4,33,1.34
1340,pilaf-recipes,chicken-edamame-ginger-pilaf,10 mins,17 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-851468_10-69a556a.jpg?quality=90&resize=440,400",Make this healthy rice pot for a mid-week supper - crammed with fibre and vitamin C,436,9,1,52,4,3,32,0.5
1342,pilaf-recipes,spiced-lamb-coconut-pilaf,5 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-365495_11-9fa2558.jpg?quality=90&resize=440,400","Give mince a makeover with this fragrant, low-cost rice dish",709,31,18,79,5,4,36,1.21
1343,pilaf-recipes,cauliflower-chickpea-pilaf,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513491_11-80fb211.jpg?quality=90&resize=440,400","Delicious served on its own, or as a side dish with grilled chicken breasts rubbed with a little curry paste",443,14,1,68,10,8,16,0.82
1344,pilaf-recipes,squash-mushroom-gorgonzola-pilaf,15 mins,50 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pilaf_1-e5301ff.jpg?quality=90&resize=440,400","Slow cook brown basmati rice in stock and flavour with mushrooms, blue cheese, sage and parsley",422,10,5,64,13,11,17,0.9
1345,pilaf-recipes,peri-peri-chicken-pilaf,20 mins,40 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/peri-peri-chicken-pilaf-c9cfa6f.jpg?quality=90&resize=440,400","A low-fat spicy chicken one-pot with peppers, tomatoes and fresh red chillies - three of your five-a-day",549,10,2,81,10,7,20,3.4
1346,pilaf-recipes,harissa-salmon-pilaf,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pilaf-1227d2f.jpg?quality=90&resize=440,400","Rustle up this spiced salmon and rice dish, flecked with pomegranate seeds, pistachios and raisins, in just 25 minutes. It's vibrant and full of flavour",585,31,5,46,16,7,28,0.5
1347,salsa-recipes,ultimate-tomato-salsa,5 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/salsa-e946d21.jpg?quality=90&resize=440,400","Make this tasty healthy salsa in just 5 minutes with tomatoes, onion, garlic, lime, coriander and white wine vinegar. Serve with nachos and let everyone dig in",29,0.2,0,5,5,2,1,0.1
1348,salsa-recipes,guacamole-salsa,15 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/guacamole-salsa-e0e2583.jpg?quality=90&resize=440,400","Whip up the perfect accompaniment to fajitas, a guacamole salsa with cooling avocado to balance the heat of jalapeño chillies, if you dare to include them",138,14,3,2,1,3,1,0
1349,salsa-recipes,pineapple-salsa,20 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2024/03/PineappleSalsaWeb-770df40.jpg?quality=90&resize=556,505","Ideal for a barbecue, combine diced pineapple with red chilli, red onion, tomato and parsley to make this zingy side dish. Leave to macerate a little before serving",38,0.2,0,8,8,2,0.5,0.01
1350,salsa-recipes,sweetcorn-salsa,15 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sweetcorn-f61ebd0.jpg?quality=90&resize=440,400","This vivid vegetarian accompaniment can be thrown together quickly- the fresh corn works perfectly with the jalapeño, coriander, lime and feta",227,13,4,20,7,4,8,0.7
1351,salsa-recipes,smoky-chipotle-pepper-salsa,10 mins,12 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-411456_11-12da729.jpg?quality=90&resize=440,400","Take a little pot of salsa in your lunchbox to enjoy with vegetable crudités, tortilla chips or pitta bread",55,2,0,8,7,2,2,0.06
1352,salsa-recipes,crunchy-corn-pepper-salsa,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-517467_11-78ebb80.jpg?quality=90&resize=440,400",This superhealthy salsa takes just ten minutes to prepare,60,3,0,8,4,1,2,0.01
1353,salsa-recipes,crispy-chipotle-chicken-fajitas,15 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/07/Crispy-chipotle-chicken-fajitas-de7a248.jpg?quality=90&resize=556,505","Enjoy a winning chicken dinner, with a chipotle chicken version of fajitas packed with a zingy salsa and cool soured cream – it's sure to be a crowd-pleaser",602,18,2,66,12,8,40,1.48
1354,salsa-recipes,salsa-verde,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2022/03/Salsa-Verde-02-6bdf875.jpg?quality=90&resize=386,350","Try our delicious salsa verde recipe with tarragon, parsley, capers and wild garlic. This herby green sauce is perfect with traditional roast chicken and fish.",474,51,7,2,1,1,2,2.4
1355,salsa-recipes,chunky-tomato-avocado-salsa-0,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-517475_11-8ba21b6.jpg?quality=90&resize=440,400",This doubles up as both the guacamole and the tomato salsa element of a Mexican meal,97,9,1,3,2,2,1,0.02
1356,salsa-recipes,smoky-corn-avocado-salsa,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/corn-d807173.jpg?quality=90&resize=440,400",Char some peppers and use them in this light and crunchy side dish to serve with meat or fish- it's great with barbecued food,181,9,2,19,9,7,5,0.1
1357,salsa-recipes,corn-black-bean-salsa,10 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-281601_12-89d51c9.jpg?quality=90&resize=440,400","This fresh, tangy side dish will be the perfect addition to any barbecue",127,3,1,20,4,3,5,0.24
1358,salsa-recipes,tomatillo-salsa,5 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tomatillo-salsa-3208db1.jpg?quality=90&resize=440,400","Make this healthy side dish as part of a Mexican feast, with fresh tomatillos, onions, chillies, avocado and lime. Serve alongside burritos and tacos",116,8,2,7,6,4,3,0
1359,salsa-recipes,red-pepper-tomato-salsa,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-10725_11-e224754.jpg?quality=90&resize=440,400",This fresh and tasty salsa is perfect as a summery dip,31,1,0,4,2,1,1,0.43
1361,salsa-recipes,smoky-tomato-pepper-salsa,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/group4228-1-97bb723.jpg?quality=90&resize=440,400",This Brazilian salsa finished with sweet paprika makes a great accompaniment for grilled meat and fish,76,7,1,3,2,1,1,0.1
1362,salsa-recipes,beetroot-chilli-salsa,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beetroot-chilli-dip-258a2f9.jpg?quality=90&resize=440,400",Use seasonal summer produce in this vegetarian beetroot salsa for a quick dip that's good for sharing. It also adds a bit of colour to your party spread,47,0,0,8,8,2,2,0.1
1363,salsa-recipes,charred-sweetcorn-salsa,15 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/charred-sweetcorn-salsa-85d1d26.jpg?quality=90&resize=293,266","Griddle corn on the cobs then toss with lime juice, avocado and red onion for a sweet and smoky side dish",176,13,3,10,2,4,3,0.1
1364,raita-recipes,raita,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/raita-36d37a4.jpg?quality=90&resize=440,400",This minty sauce with a creamy yogurt base is a classic Indian side - this version has garam masala and ginger for a warming kick,45,3,2,2,1,0,2,0.1
1365,raita-recipes,coriander-mint-raita,5 mins,2 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/coriander-mint-raita-38256cd.jpg?quality=90&resize=440,400","Try this creamy raita as a side dish in an Indian feast. As well as cooling coriander and mint, it has a little kick from the addition of green chilli",51,4,2,2,1,0,3,0.1
1366,raita-recipes,burnt-aubergine-raita,5 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/charred-aubergine-raita-65a0ab3.jpg?quality=90&resize=440,400","Make this aubergine raita as a side dish for a summer barbecue. With yogurt, spring onions and mint, it's a refreshing accompaniment to meat dishes",85,3,2,8,8,3,6,0.2
1368,raita-recipes,chunky-cucumber-raita,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chunky-cucumber-raita-eb1259d.jpg?quality=90&resize=440,400","A herby yogurt dip to serve with curry recipes and spiced food. If you want to make this sauce ahead, keep the cucumber separate until the last minute",122,9,6,5,4,1,6,0.5
1369,raita-recipes,tomato-onion-cucumber-raita,10 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tomato-raita-7a98cbe.jpg?quality=90&resize=366,332","This easy, low-fat Indian yogurt dip makes a great side to cool down the spice of curry or tandoori chicken",53,2,1,6,6,1,4,0.1
1370,raita-recipes,mint-relish-raita,15 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-97452_11-008be00.jpg?quality=90&resize=440,400","Two spicy Indian dips in one, perfect for a few poppadums",37,1,0,5,5,0,3,0.52
1372,raita-recipes,tomato-cucumber-raita,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1136468_11-f311853.jpg?quality=90&resize=440,400","An authentic Indian yogurt dip with tomato, cucumber, cumin and fresh chopped coriander to cool down curries",27,0.5,0.3,3.5,3.5,0.3,2.2,0.1
